id_student,final_result,active_days,days_to_first_activity,last7_share,phase,phase_start,phase_end,phase_length
205788,Pass,9,0.0,0.3684210526315789,P1,0,19,20
227416,Fail,0,,,P1,0,19,20
230081,Pass,4,2.0,0.8222222222222222,P1,0,19,20
231959,Withdrawn,8,2.0,0.6829268292682927,P1,0,19,20
233317,Pass,11,2.0,0.3025830258302583,P1,0,19,20
233752,Pass,19,0.0,0.3252747252747253,P1,0,19,20
233957,Fail,2,9.0,0.16666666666666666,P1,0,19,20
234929,Fail,1,15.0,1.0,P1,0,19,20
240993,Pass,14,0.0,0.3116883116883117,P1,0,19,20
241338,Fail,5,3.0,0.71875,P1,0,19,20
242149,Fail,1,13.0,1.0,P1,0,19,20
242893,Withdrawn,4,8.0,0.3,P1,0,19,20
243851,Pass,17,0.0,0.15333333333333332,P1,0,19,20
243909,Fail,4,2.0,0.4,P1,0,19,20
243992,Pass,8,3.0,0.2833333333333333,P1,0,19,20
245987,Pass,1,0.0,0.0,P1,0,19,20
247902,Pass,10,0.0,0.6808510638297872,P1,0,19,20
248716,Pass,4,1.0,0.25,P1,0,19,20
248800,Withdrawn,6,7.0,0.4605263157894737,P1,0,19,20
251815,Fail,0,,,P1,0,19,20
252257,Pass,2,8.0,0.2631578947368421,P1,0,19,20
252652,Withdrawn,5,3.0,0.0,P1,0,19,20
253577,Pass,13,1.0,0.5210280373831776,P1,0,19,20
256998,Pass,6,11.0,0.9545454545454546,P1,0,19,20
260179,Pass,2,9.0,0.5,P1,0,19,20
261332,Fail,4,4.0,0.034482758620689655,P1,0,19,20
261466,Pass,6,0.0,0.2236024844720497,P1,0,19,20
262639,Pass,6,2.0,0.10091743119266056,P1,0,19,20
264152,Pass,17,0.0,0.09592326139088729,P1,0,19,20
264744,Pass,6,6.0,0.6212121212121212,P1,0,19,20
265170,Fail,13,0.0,0.2804532577903683,P1,0,19,20
266564,Pass,3,6.0,0.8333333333333334,P1,0,19,20
266744,Withdrawn,8,2.0,0.3584905660377358,P1,0,19,20
268589,Pass,13,2.0,0.45742092457420924,P1,0,19,20
269204,Pass,3,0.0,0.0,P1,0,19,20
270646,Pass,2,17.0,1.0,P1,0,19,20
272172,Fail,13,2.0,0.3197278911564626,P1,0,19,20
272617,Withdrawn,1,4.0,0.0,P1,0,19,20
274247,Fail,0,,,P1,0,19,20
274971,Pass,4,1.0,0.7313432835820896,P1,0,19,20
276925,Withdrawn,6,1.0,0.2875,P1,0,19,20
277537,Fail,6,3.0,0.6528925619834711,P1,0,19,20
278272,Fail,6,1.0,0.4225352112676056,P1,0,19,20
278794,Pass,17,1.0,0.13368983957219252,P1,0,19,20
280140,Fail,2,9.0,0.8666666666666667,P1,0,19,20
280151,Fail,3,0.0,0.045454545454545456,P1,0,19,20
282038,Withdrawn,3,2.0,0.47619047619047616,P1,0,19,20
282785,Withdrawn,1,17.0,1.0,P1,0,19,20
284906,Pass,1,10.0,0.0,P1,0,19,20
285050,Fail,14,0.0,0.3055555555555556,P1,0,19,20
286690,Fail,1,18.0,1.0,P1,0,19,20
287309,Pass,4,2.0,0.6341463414634146,P1,0,19,20
287679,Pass,6,1.0,0.745,P1,0,19,20
289753,Withdrawn,14,2.0,0.3192771084337349,P1,0,19,20
289965,Fail,5,2.0,0.6935483870967742,P1,0,19,20
292537,Pass,1,18.0,1.0,P1,0,19,20
293760,Pass,2,17.0,1.0,P1,0,19,20
301583,Fail,7,3.0,0.6410256410256411,P1,0,19,20
301987,Pass,8,3.0,0.38333333333333336,P1,0,19,20
303331,Withdrawn,13,1.0,0.5700483091787439,P1,0,19,20
303617,Fail,7,6.0,0.7819548872180451,P1,0,19,20
304069,Withdrawn,7,3.0,0.26785714285714285,P1,0,19,20
305173,Fail,2,2.0,0.5853658536585366,P1,0,19,20
305812,Withdrawn,3,4.0,0.4948453608247423,P1,0,19,20
305935,Fail,0,,,P1,0,19,20
306964,Pass,7,0.0,0.2911392405063291,P1,0,19,20
307230,Withdrawn,6,0.0,0.1793103448275862,P1,0,19,20
308359,Withdrawn,1,16.0,1.0,P1,0,19,20
308509,Fail,5,0.0,0.07894736842105263,P1,0,19,20
308703,Withdrawn,7,2.0,0.48412698412698413,P1,0,19,20
308852,Withdrawn,0,,,P1,0,19,20
310125,Withdrawn,2,6.0,0.0,P1,0,19,20
310933,Pass,5,4.0,0.09090909090909091,P1,0,19,20
314850,Withdrawn,5,1.0,0.03496503496503497,P1,0,19,20
316076,Pass,8,2.0,0.37777777777777777,P1,0,19,20
318848,Pass,6,1.0,0.15625,P1,0,19,20
319618,Pass,4,6.0,0.0,P1,0,19,20
320051,Pass,0,,,P1,0,19,20
320757,Pass,12,1.0,0.3492063492063492,P1,0,19,20
323090,Pass,6,2.0,0.18181818181818182,P1,0,19,20
323606,Pass,5,4.0,0.05084745762711865,P1,0,19,20
324236,Withdrawn,15,2.0,0.23404255319148937,P1,0,19,20
324319,Withdrawn,7,0.0,0.037037037037037035,P1,0,19,20
324614,Withdrawn,2,2.0,0.1,P1,0,19,20
325887,Pass,13,1.0,0.2967032967032967,P1,0,19,20
329030,Fail,2,3.0,0.6,P1,0,19,20
333117,Withdrawn,11,2.0,0.6057692307692307,P1,0,19,20
333651,Withdrawn,6,4.0,0.30409356725146197,P1,0,19,20
335136,Fail,15,0.0,0.0846774193548387,P1,0,19,20
335481,Fail,2,1.0,0.0,P1,0,19,20
336478,Pass,7,0.0,0.5,P1,0,19,20
336646,Fail,5,3.0,0.3793103448275862,P1,0,19,20
337151,Pass,6,0.0,0.26595744680851063,P1,0,19,20
338741,Pass,2,13.0,1.0,P1,0,19,20
339494,Pass,4,2.0,0.1623931623931624,P1,0,19,20
339608,Pass,2,2.0,0.07692307692307693,P1,0,19,20
340911,Pass,1,18.0,1.0,P1,0,19,20
340965,Pass,5,6.0,0.6515151515151515,P1,0,19,20
342685,Pass,5,1.0,0.6060606060606061,P1,0,19,20
344568,Pass,7,0.0,0.24731182795698925,P1,0,19,20
345083,Withdrawn,12,1.0,0.5545112781954887,P1,0,19,20
345128,Fail,10,4.0,0.4146341463414634,P1,0,19,20
349554,Pass,12,1.0,0.42990654205607476,P1,0,19,20
349675,Fail,1,10.0,0.0,P1,0,19,20
352112,Pass,3,2.0,0.02564102564102564,P1,0,19,20
352339,Withdrawn,3,2.0,0.05263157894736842,P1,0,19,20
352688,Pass,7,1.0,0.4380952380952381,P1,0,19,20
354779,Pass,1,12.0,0.0,P1,0,19,20
360876,Fail,1,10.0,0.0,P1,0,19,20
364666,Fail,1,10.0,0.0,P1,0,19,20
364871,Pass,6,2.0,0.3049645390070922,P1,0,19,20
365060,Withdrawn,4,4.0,0.4576271186440678,P1,0,19,20
365169,Pass,15,2.0,0.2072072072072072,P1,0,19,20
365631,Pass,13,1.0,0.46360153256704983,P1,0,19,20
366524,Pass,5,1.0,0.2647058823529412,P1,0,19,20
367433,Pass,5,1.0,0.76,P1,0,19,20
368077,Pass,17,0.0,0.2949061662198391,P1,0,19,20
369986,Pass,1,4.0,0.0,P1,0,19,20
370307,Withdrawn,10,0.0,0.2459016393442623,P1,0,19,20
370859,Pass,6,0.0,0.0,P1,0,19,20
371888,Withdrawn,2,4.0,0.022222222222222223,P1,0,19,20
372172,Fail,2,17.0,1.0,P1,0,19,20
372658,Pass,2,4.0,0.0,P1,0,19,20
373174,Fail,4,9.0,0.6129032258064516,P1,0,19,20
373269,Fail,4,1.0,0.512987012987013,P1,0,19,20
373807,Fail,17,0.0,0.4199706314243759,P1,0,19,20
373848,Pass,4,8.0,0.8378378378378378,P1,0,19,20
374038,Fail,9,2.0,0.2682926829268293,P1,0,19,20
375960,Pass,0,,,P1,0,19,20
378721,Withdrawn,3,2.0,0.0,P1,0,19,20
379210,Fail,4,4.0,0.18604651162790697,P1,0,19,20
379983,Fail,1,3.0,0.0,P1,0,19,20
380205,Fail,3,14.0,1.0,P1,0,19,20
380240,Fail,20,0.0,0.30739299610894943,P1,0,19,20
381541,Pass,10,4.0,0.6266666666666667,P1,0,19,20
381669,Pass,6,5.0,0.3333333333333333,P1,0,19,20
382575,Fail,7,1.0,0.41818181818181815,P1,0,19,20
382920,Pass,14,1.0,0.2147239263803681,P1,0,19,20
383303,Fail,3,3.0,0.38666666666666666,P1,0,19,20
385040,Fail,4,2.0,0.5384615384615384,P1,0,19,20
385820,Pass,5,4.0,0.13636363636363635,P1,0,19,20
386889,Pass,4,2.0,0.15789473684210525,P1,0,19,20
387700,Fail,4,2.0,0.22,P1,0,19,20
388052,Pass,1,16.0,1.0,P1,0,19,20
388432,Fail,9,0.0,0.0975609756097561,P1,0,19,20
388549,Fail,4,0.0,0.24761904761904763,P1,0,19,20
388975,Fail,11,0.0,0.175,P1,0,19,20
389471,Fail,7,5.0,0.3626373626373626,P1,0,19,20
390958,Pass,3,3.0,0.3181818181818182,P1,0,19,20
392281,Fail,7,3.0,0.35294117647058826,P1,0,19,20
393327,Pass,9,3.0,0.4897959183673469,P1,0,19,20
395073,Fail,4,1.0,0.0,P1,0,19,20
395715,Withdrawn,14,2.0,0.1267605633802817,P1,0,19,20
398891,Pass,2,0.0,0.0,P1,0,19,20
398956,Fail,2,16.0,1.0,P1,0,19,20
402993,Pass,12,1.0,0.124,P1,0,19,20
404269,Pass,13,0.0,0.36683417085427134,P1,0,19,20
404708,Pass,6,3.0,0.375,P1,0,19,20
405945,Pass,2,4.0,0.4117647058823529,P1,0,19,20
408975,Pass,2,4.0,0.10869565217391304,P1,0,19,20
409160,Fail,13,0.0,0.43795620437956206,P1,0,19,20
409698,Withdrawn,5,3.0,0.3333333333333333,P1,0,19,20
409930,Pass,8,1.0,0.0875,P1,0,19,20
409945,Pass,5,5.0,0.6153846153846154,P1,0,19,20
410052,Pass,3,9.0,0.5,P1,0,19,20
410281,Fail,13,0.0,0.25308641975308643,P1,0,19,20
410537,Pass,4,5.0,0.7142857142857143,P1,0,19,20
410842,Pass,5,2.0,0.07142857142857142,P1,0,19,20
411226,Withdrawn,7,2.0,0.6567164179104478,P1,0,19,20
411642,Pass,1,4.0,0.0,P1,0,19,20
415216,Pass,5,1.0,0.3333333333333333,P1,0,19,20
415546,Fail,9,2.0,0.2,P1,0,19,20
417657,Fail,6,0.0,0.43103448275862066,P1,0,19,20
417785,Fail,0,,,P1,0,19,20
419375,Pass,13,0.0,0.17901234567901234,P1,0,19,20
420163,Pass,4,2.0,0.29411764705882354,P1,0,19,20
420724,Fail,0,,,P1,0,19,20
421018,Pass,0,,,P1,0,19,20
422223,Fail,1,18.0,1.0,P1,0,19,20
422479,Pass,5,5.0,0.3541666666666667,P1,0,19,20
423399,Pass,2,7.0,0.0,P1,0,19,20
424539,Pass,3,8.0,0.6136363636363636,P1,0,19,20
424637,Fail,1,19.0,1.0,P1,0,19,20
426458,Pass,2,16.0,1.0,P1,0,19,20
427683,Withdrawn,0,,,P1,0,19,20
427921,Pass,19,0.0,0.5439900867410161,P1,0,19,20
428323,Pass,8,2.0,0.3684210526315789,P1,0,19,20
428653,Pass,1,18.0,1.0,P1,0,19,20
430392,Pass,5,0.0,0.2727272727272727,P1,0,19,20
430708,Pass,4,3.0,0.65,P1,0,19,20
431071,Fail,0,,,P1,0,19,20
432144,Pass,18,1.0,0.23529411764705882,P1,0,19,20
432237,Pass,1,4.0,0.0,P1,0,19,20
433280,Pass,2,9.0,0.9318181818181818,P1,0,19,20
433864,Pass,11,0.0,0.2,P1,0,19,20
434397,Pass,7,4.0,0.5376344086021505,P1,0,19,20
438551,Pass,8,5.0,0.41,P1,0,19,20
439182,Pass,2,13.0,1.0,P1,0,19,20
439294,Fail,0,,,P1,0,19,20
440225,Pass,3,5.0,0.34146341463414637,P1,0,19,20
440563,Pass,20,0.0,0.2822085889570552,P1,0,19,20
440593,Pass,0,,,P1,0,19,20
440765,Fail,6,5.0,0.6041666666666666,P1,0,19,20
442910,Pass,6,2.0,0.42168674698795183,P1,0,19,20
443923,Withdrawn,4,8.0,0.15384615384615385,P1,0,19,20
444225,Fail,2,18.0,1.0,P1,0,19,20
444821,Pass,4,1.0,0.6756756756756757,P1,0,19,20
444960,Withdrawn,11,1.0,0.21142857142857144,P1,0,19,20
445351,Withdrawn,2,8.0,0.0,P1,0,19,20
445760,Pass,5,0.0,0.417910447761194,P1,0,19,20
446345,Fail,2,4.0,0.4,P1,0,19,20
446873,Fail,4,10.0,0.8823529411764706,P1,0,19,20
447086,Pass,1,16.0,1.0,P1,0,19,20
447516,Pass,3,3.0,0.0625,P1,0,19,20
464525,Pass,15,0.0,0.3391304347826087,P1,0,19,20
465730,Fail,1,16.0,1.0,P1,0,19,20
466202,Pass,3,4.0,0.375,P1,0,19,20
466477,Pass,7,0.0,0.3532608695652174,P1,0,19,20
466800,Pass,0,,,P1,0,19,20
466854,Fail,5,8.0,0.16,P1,0,19,20
467179,Withdrawn,5,2.0,0.0,P1,0,19,20
467606,Withdrawn,11,1.0,0.44878048780487806,P1,0,19,20
468187,Fail,3,3.0,0.48717948717948717,P1,0,19,20
468482,Withdrawn,1,18.0,1.0,P1,0,19,20
469878,Pass,15,1.0,0.24031007751937986,P1,0,19,20
470869,Pass,5,1.0,0.08024691358024691,P1,0,19,20
471196,Pass,5,2.0,0.0,P1,0,19,20
471434,Withdrawn,8,2.0,0.31125827814569534,P1,0,19,20
471711,Pass,3,14.0,1.0,P1,0,19,20
472262,Fail,8,0.0,0.40594059405940597,P1,0,19,20
472327,Pass,9,0.0,0.06976744186046512,P1,0,19,20
474071,Fail,8,2.0,0.46825396825396826,P1,0,19,20
475215,Withdrawn,5,3.0,0.9154929577464789,P1,0,19,20
475241,Fail,4,14.0,1.0,P1,0,19,20
475594,Fail,17,0.0,0.22790697674418606,P1,0,19,20
476278,Pass,6,1.0,0.5607476635514018,P1,0,19,20
476816,Fail,10,2.0,0.5178571428571429,P1,0,19,20
477319,Withdrawn,3,10.0,0.7894736842105263,P1,0,19,20
477825,Pass,4,1.0,0.40625,P1,0,19,20
478069,Pass,4,13.0,1.0,P1,0,19,20
478718,Fail,0,,,P1,0,19,20
478967,Fail,5,1.0,0.045454545454545456,P1,0,19,20
479020,Pass,4,1.0,0.1437908496732026,P1,0,19,20
479170,Pass,15,1.0,0.3053097345132743,P1,0,19,20
479305,Pass,6,6.0,0.525,P1,0,19,20
480667,Withdrawn,6,2.0,0.7788461538461539,P1,0,19,20
482356,Pass,6,0.0,0.08955223880597014,P1,0,19,20
482680,Pass,6,0.0,0.10344827586206896,P1,0,19,20
482810,Pass,5,4.0,0.30303030303030304,P1,0,19,20
483646,Pass,3,3.0,0.3333333333333333,P1,0,19,20
483703,Withdrawn,8,2.0,0.35294117647058826,P1,0,19,20
483744,Withdrawn,11,7.0,0.25806451612903225,P1,0,19,20
483876,Pass,4,1.0,0.8809523809523809,P1,0,19,20
484135,Pass,1,9.0,0.0,P1,0,19,20
484301,Pass,2,8.0,0.3333333333333333,P1,0,19,20
484412,Pass,15,0.0,0.05276705276705277,P1,0,19,20
485006,Pass,9,1.0,0.046703296703296704,P1,0,19,20
485439,Withdrawn,2,2.0,0.16666666666666666,P1,0,19,20
485762,Pass,2,17.0,1.0,P1,0,19,20
485772,Fail,4,1.0,0.23809523809523808,P1,0,19,20
486004,Pass,5,0.0,0.6176470588235294,P1,0,19,20
487214,Fail,7,5.0,0.30303030303030304,P1,0,19,20
487371,Pass,5,2.0,0.11504424778761062,P1,0,19,20
487681,Pass,12,2.0,0.4387755102040816,P1,0,19,20
488176,Withdrawn,0,,,P1,0,19,20
488195,Pass,3,0.0,0.22727272727272727,P1,0,19,20
488427,Pass,2,0.0,0.0,P1,0,19,20
489320,Pass,2,5.0,0.46153846153846156,P1,0,19,20
489889,Pass,4,1.0,0.75,P1,0,19,20
490500,Fail,4,7.0,0.9016393442622951,P1,0,19,20
490677,Pass,14,0.0,0.22151898734177214,P1,0,19,20
490894,Fail,5,6.0,0.967032967032967,P1,0,19,20
491097,Fail,0,,,P1,0,19,20
491279,Pass,15,0.0,0.08823529411764706,P1,0,19,20
491907,Fail,3,3.0,0.13333333333333333,P1,0,19,20
491966,Pass,0,,,P1,0,19,20
492153,Pass,10,3.0,0.26519337016574585,P1,0,19,20
492286,Pass,6,0.0,0.375,P1,0,19,20
492478,Withdrawn,5,3.0,0.23636363636363636,P1,0,19,20
492726,Pass,9,0.0,0.08695652173913043,P1,0,19,20
493453,Pass,3,6.0,0.018518518518518517,P1,0,19,20
493465,Pass,3,1.0,0.4782608695652174,P1,0,19,20
493999,Fail,3,2.0,0.48,P1,0,19,20
494471,Fail,12,2.0,0.3515625,P1,0,19,20
494896,Withdrawn,5,1.0,0.3,P1,0,19,20
494960,Pass,12,3.0,0.06428571428571428,P1,0,19,20
495035,Pass,0,,,P1,0,19,20
495449,Pass,14,2.0,0.15789473684210525,P1,0,19,20
495509,Pass,1,18.0,1.0,P1,0,19,20
495625,Pass,6,13.0,1.0,P1,0,19,20
495879,Pass,2,15.0,1.0,P1,0,19,20
495913,Pass,2,15.0,1.0,P1,0,19,20
496091,Fail,7,2.0,0.49142857142857144,P1,0,19,20
496334,Fail,4,4.0,0.47619047619047616,P1,0,19,20
496442,Pass,2,15.0,1.0,P1,0,19,20
497130,Pass,10,2.0,0.3170731707317073,P1,0,19,20
497632,Pass,2,17.0,1.0,P1,0,19,20
498543,Pass,0,,,P1,0,19,20
498635,Pass,3,4.0,0.14285714285714285,P1,0,19,20
498755,Pass,5,1.0,0.3106796116504854,P1,0,19,20
498841,Withdrawn,3,14.0,1.0,P1,0,19,20
498892,Fail,1,17.0,1.0,P1,0,19,20
499624,Withdrawn,7,0.0,0.13725490196078433,P1,0,19,20
499822,Withdrawn,1,16.0,1.0,P1,0,19,20
500016,Pass,1,7.0,0.0,P1,0,19,20
500135,Fail,6,2.0,0.32653061224489793,P1,0,19,20
500279,Withdrawn,0,,,P1,0,19,20
500552,Pass,3,1.0,0.03278688524590164,P1,0,19,20
500668,Pass,14,0.0,0.26420454545454547,P1,0,19,20
501053,Fail,1,8.0,0.0,P1,0,19,20
501208,Pass,1,5.0,0.0,P1,0,19,20
501637,Pass,10,2.0,0.23555555555555555,P1,0,19,20
501862,Fail,0,,,P1,0,19,20
501945,Withdrawn,8,2.0,0.3979591836734694,P1,0,19,20
503322,Pass,10,1.0,0.9375,P1,0,19,20
503516,Fail,6,1.0,0.0,P1,0,19,20
503804,Pass,16,0.0,0.36175710594315247,P1,0,19,20
503878,Fail,2,2.0,0.5625,P1,0,19,20
504013,Pass,1,18.0,1.0,P1,0,19,20
504022,Pass,0,,,P1,0,19,20
504466,Pass,9,2.0,0.4876847290640394,P1,0,19,20
504635,Pass,0,,,P1,0,19,20
505413,Pass,0,,,P1,0,19,20
505595,Withdrawn,1,2.0,0.0,P1,0,19,20
506185,Fail,6,0.0,0.23809523809523808,P1,0,19,20
506248,Fail,5,2.0,0.3170731707317073,P1,0,19,20
506804,Pass,5,3.0,0.48,P1,0,19,20
506980,Fail,3,0.0,0.0,P1,0,19,20
507016,Pass,7,1.0,0.14634146341463414,P1,0,19,20
507279,Fail,2,2.0,0.0,P1,0,19,20
507387,Fail,6,1.0,0.1276595744680851,P1,0,19,20
507676,Fail,3,1.0,0.0,P1,0,19,20
508028,Pass,9,0.0,0.6326530612244898,P1,0,19,20
508047,Withdrawn,5,0.0,0.6037735849056604,P1,0,19,20
508079,Pass,10,3.0,0.38414634146341464,P1,0,19,20
508414,Withdrawn,1,11.0,0.0,P1,0,19,20
508422,Fail,2,16.0,1.0,P1,0,19,20
508517,Fail,4,0.0,0.875,P1,0,19,20
508759,Withdrawn,15,0.0,0.43915343915343913,P1,0,19,20
509036,Fail,6,0.0,0.25773195876288657,P1,0,19,20
509236,Fail,1,0.0,0.0,P1,0,19,20
509258,Fail,3,17.0,1.0,P1,0,19,20
509390,Fail,0,,,P1,0,19,20
509845,Withdrawn,6,5.0,0.6666666666666666,P1,0,19,20
509913,Fail,6,1.0,0.1323529411764706,P1,0,19,20
510149,Fail,13,2.0,0.38125,P1,0,19,20
510438,Fail,1,11.0,0.0,P1,0,19,20
510776,Fail,1,1.0,0.0,P1,0,19,20
510868,Withdrawn,1,0.0,0.0,P1,0,19,20
511678,Pass,20,0.0,0.4101123595505618,P1,0,19,20
512417,Pass,10,2.0,0.5240963855421686,P1,0,19,20
512581,Fail,20,0.0,0.3392857142857143,P1,0,19,20
512775,Pass,2,12.0,0.4,P1,0,19,20
512839,Fail,4,6.0,0.609375,P1,0,19,20
512883,Withdrawn,3,2.0,0.0,P1,0,19,20
512940,Pass,5,2.0,0.6190476190476191,P1,0,19,20
512977,Pass,2,3.0,0.0,P1,0,19,20
513076,Fail,4,5.0,0.4,P1,0,19,20
513836,Withdrawn,8,0.0,0.31496062992125984,P1,0,19,20
514043,Pass,1,9.0,0.0,P1,0,19,20
514074,Withdrawn,9,0.0,0.4659090909090909,P1,0,19,20
514302,Pass,8,1.0,0.46511627906976744,P1,0,19,20
514445,Pass,3,10.0,0.08955223880597014,P1,0,19,20
514776,Fail,4,0.0,0.3548387096774194,P1,0,19,20
514864,Pass,10,0.0,0.11392405063291139,P1,0,19,20
515203,Fail,2,6.0,0.8888888888888888,P1,0,19,20
515417,Fail,0,,,P1,0,19,20
515646,Pass,5,3.0,0.22972972972972974,P1,0,19,20
515676,Pass,0,,,P1,0,19,20
516364,Withdrawn,1,16.0,1.0,P1,0,19,20
516926,Fail,7,0.0,0.20689655172413793,P1,0,19,20
517016,Fail,2,7.0,0.06666666666666667,P1,0,19,20
517231,Pass,20,0.0,0.5196451204055766,P1,0,19,20
517352,Pass,7,5.0,0.21348314606741572,P1,0,19,20
517553,Withdrawn,3,14.0,1.0,P1,0,19,20
518126,Pass,3,9.0,0.2777777777777778,P1,0,19,20
518223,Pass,11,2.0,0.18032786885245902,P1,0,19,20
518496,Pass,6,2.0,0.6595744680851063,P1,0,19,20
519294,Pass,5,0.0,0.16304347826086957,P1,0,19,20
519584,Pass,15,1.0,0.2391304347826087,P1,0,19,20
519622,Fail,6,1.0,0.1896551724137931,P1,0,19,20
520002,Pass,15,0.0,0.2384428223844282,P1,0,19,20
520024,Withdrawn,4,14.0,1.0,P1,0,19,20
520100,Fail,2,7.0,0.8888888888888888,P1,0,19,20
520325,Fail,6,2.0,0.1797752808988764,P1,0,19,20
521341,Pass,10,1.0,0.49707602339181284,P1,0,19,20
521509,Pass,3,1.0,0.175,P1,0,19,20
521590,Pass,12,2.0,0.453125,P1,0,19,20
521666,Fail,0,,,P1,0,19,20
521895,Pass,1,0.0,0.0,P1,0,19,20
521957,Withdrawn,2,5.0,0.0,P1,0,19,20
522426,Pass,9,2.0,0.13901345291479822,P1,0,19,20
522434,Pass,13,1.0,0.19863013698630136,P1,0,19,20
522441,Pass,4,1.0,0.0945945945945946,P1,0,19,20
522443,Fail,9,2.0,0.24087591240875914,P1,0,19,20
522446,Pass,14,0.0,0.45172824791418353,P1,0,19,20
522529,Pass,17,0.0,0.18110236220472442,P1,0,19,20
522622,Pass,0,,,P1,0,19,20
522650,Withdrawn,6,1.0,0.030303030303030304,P1,0,19,20
