id_student,activity,week,day,clicks,event_kind,deadline,final_result,date_unregistration,timestamp,case_id
30091,forumng,29,203,5.0,vle,,Pass,,2014-07-23 00:00:00,30091
30091,homepage,29,203,7.0,vle,,Pass,,2014-07-23 00:00:01,30091
30091,oucontent,29,203,1.0,vle,,Pass,,2014-07-23 00:00:02,30091
30091,quiz,29,203,17.0,vle,,Pass,,2014-07-23 00:00:03,30091
30091,resource,29,203,3.0,vle,,Pass,,2014-07-23 00:00:04,30091
30091,subpage,29,203,3.0,vle,,Pass,,2014-07-23 00:00:05,30091
30091,submit_TMA6,29,206,,submission,208.0,Pass,,2014-07-26 00:00:00,30091
30091,submit_CMA5,30,210,,submission,208.0,Pass,,2014-07-30 00:00:00,30091
30091,forumng,30,215,33.0,vle,,Pass,,2014-08-04 00:00:00,30091
30091,homepage,30,215,1.0,vle,,Pass,,2014-08-04 00:00:01,30091
30091,forumng,31,217,18.0,vle,,Pass,,2014-08-06 00:00:00,30091
30091,homepage,31,217,9.0,vle,,Pass,,2014-08-06 00:00:01,30091
30091,resource,31,217,5.0,vle,,Pass,,2014-08-06 00:00:02,30091
30091,subpage,31,217,2.0,vle,,Pass,,2014-08-06 00:00:03,30091
30091,url,31,223,1.0,vle,,Pass,,2014-08-12 00:00:00,30091
30091,forumng,32,229,42.0,vle,,Pass,,2014-08-18 00:00:00,30091
30091,homepage,32,229,1.0,vle,,Pass,,2014-08-18 00:00:01,30091
30091,forumng,33,232,47.0,vle,,Pass,,2014-08-21 00:00:00,30091
30091,homepage,33,232,8.0,vle,,Pass,,2014-08-21 00:00:01,30091
30091,subpage,33,232,1.0,vle,,Pass,,2014-08-21 00:00:02,30091
30091,url,33,232,3.0,vle,,Pass,,2014-08-21 00:00:03,30091
30091,forumng,34,243,24.0,vle,,Pass,,2014-09-01 00:00:00,30091
30091,homepage,34,243,1.0,vle,,Pass,,2014-09-01 00:00:01,30091
31014,forumng,-2,-10,21.0,vle,,Withdrawn,128.0,2013-12-22 00:00:00,31014
31014,homepage,-2,-10,11.0,vle,,Withdrawn,128.0,2013-12-22 00:00:01,31014
31014,oucontent,-2,-10,4.0,vle,,Withdrawn,128.0,2013-12-22 00:00:02,31014
31014,resource,-2,-10,7.0,vle,,Withdrawn,128.0,2013-12-22 00:00:03,31014
31014,subpage,-2,-10,8.0,vle,,Withdrawn,128.0,2013-12-22 00:00:04,31014
31014,url,-2,-10,2.0,vle,,Withdrawn,128.0,2013-12-22 00:00:05,31014
31014,forumng,-1,-7,33.0,vle,,Withdrawn,128.0,2013-12-25 00:00:00,31014
31014,homepage,-1,-7,12.0,vle,,Withdrawn,128.0,2013-12-25 00:00:01,31014
31014,subpage,-1,-6,1.0,vle,,Withdrawn,128.0,2013-12-26 00:00:00,31014
31014,url,-1,-6,1.0,vle,,Withdrawn,128.0,2013-12-26 00:00:01,31014
31014,forumng,0,1,62.0,vle,,Withdrawn,128.0,2014-01-02 00:00:00,31014
31014,homepage,0,1,9.0,vle,,Withdrawn,128.0,2014-01-02 00:00:01,31014
31014,subpage,0,1,2.0,vle,,Withdrawn,128.0,2014-01-02 00:00:02,31014
31014,url,0,1,1.0,vle,,Withdrawn,128.0,2014-01-02 00:00:03,31014
31014,submit_TMA1,0,4,,submission,19.0,Withdrawn,128.0,2014-01-05 00:00:00,31014
31014,forumng,1,9,69.0,vle,,Withdrawn,128.0,2014-01-10 00:00:00,31014
31014,homepage,1,9,7.0,vle,,Withdrawn,128.0,2014-01-10 00:00:01,31014
31014,forumng,2,14,57.0,vle,,Withdrawn,128.0,2014-01-15 00:00:00,31014
31014,homepage,2,14,23.0,vle,,Withdrawn,128.0,2014-01-15 00:00:01,31014
31014,oucollaborate,2,17,1.0,vle,,Withdrawn,128.0,2014-01-18 00:00:00,31014
31014,homepage,3,22,21.0,vle,,Withdrawn,128.0,2014-01-23 00:00:00,31014
31014,forumng,3,23,33.0,vle,,Withdrawn,128.0,2014-01-24 00:00:00,31014
31014,forumng,4,28,19.0,vle,,Withdrawn,128.0,2014-01-29 00:00:00,31014
31014,homepage,4,28,13.0,vle,,Withdrawn,128.0,2014-01-29 00:00:01,31014
31014,quiz,4,32,13.0,vle,,Withdrawn,128.0,2014-02-02 00:00:00,31014
31014,homepage,5,41,1.0,vle,,Withdrawn,128.0,2014-02-11 00:00:00,31014
31014,forumng,6,43,9.0,vle,,Withdrawn,128.0,2014-02-13 00:00:00,31014
31014,homepage,6,43,8.0,vle,,Withdrawn,128.0,2014-02-13 00:00:01,31014
31014,submit_TMA2,6,43,,submission,47.0,Withdrawn,128.0,2014-02-13 00:00:02,31014
31014,forumng,7,51,15.0,vle,,Withdrawn,128.0,2014-02-21 00:00:00,31014
31014,homepage,7,51,10.0,vle,,Withdrawn,128.0,2014-02-21 00:00:01,31014
31014,quiz,7,51,3.0,vle,,Withdrawn,128.0,2014-02-21 00:00:02,31014
31014,submit_CMA1,8,56,,submission,54.0,Withdrawn,128.0,2014-02-26 00:00:00,31014
31014,forumng,8,58,4.0,vle,,Withdrawn,128.0,2014-02-28 00:00:00,31014
31014,homepage,8,58,6.0,vle,,Withdrawn,128.0,2014-02-28 00:00:01,31014
31014,resource,8,58,1.0,vle,,Withdrawn,128.0,2014-02-28 00:00:02,31014
31014,forumng,10,70,14.0,vle,,Withdrawn,128.0,2014-03-12 00:00:00,31014
31014,homepage,10,70,2.0,vle,,Withdrawn,128.0,2014-03-12 00:00:01,31014
31014,quiz,10,70,14.0,vle,,Withdrawn,128.0,2014-03-12 00:00:02,31014
31014,forumng,12,84,7.0,vle,,Withdrawn,128.0,2014-03-26 00:00:00,31014
31014,homepage,12,84,2.0,vle,,Withdrawn,128.0,2014-03-26 00:00:01,31014
31014,homepage,13,94,1.0,vle,,Withdrawn,128.0,2014-04-05 00:00:00,31014
31014,submit_TMA3,13,94,,submission,96.0,Withdrawn,128.0,2014-04-05 00:00:01,31014
31014,submit_CMA2,14,102,,submission,96.0,Withdrawn,128.0,2014-04-13 00:00:00,31014
31014,homepage,14,103,1.0,vle,,Withdrawn,128.0,2014-04-14 00:00:00,31014
31014,homepage,15,107,2.0,vle,,Withdrawn,128.0,2014-04-18 00:00:00,31014
31014,homepage,16,115,1.0,vle,,Withdrawn,128.0,2014-04-26 00:00:00,31014
31849,forumng,0,0,48.0,vle,,Pass,,2014-01-01 00:00:00,31849
31849,homepage,0,0,17.0,vle,,Pass,,2014-01-01 00:00:01,31849
31849,oucontent,0,0,1.0,vle,,Pass,,2014-01-01 00:00:02,31849
31849,resource,0,0,5.0,vle,,Pass,,2014-01-01 00:00:03,31849
31849,subpage,0,0,7.0,vle,,Pass,,2014-01-01 00:00:04,31849
31849,url,0,0,3.0,vle,,Pass,,2014-01-01 00:00:05,31849
31849,forumng,1,8,42.0,vle,,Pass,,2014-01-09 00:00:00,31849
31849,homepage,1,8,9.0,vle,,Pass,,2014-01-09 00:00:01,31849
31849,url,1,11,1.0,vle,,Pass,,2014-01-12 00:00:00,31849
31849,forumng,2,15,70.0,vle,,Pass,,2014-01-16 00:00:00,31849
31849,homepage,2,15,30.0,vle,,Pass,,2014-01-16 00:00:01,31849
31849,oucontent,2,15,2.0,vle,,Pass,,2014-01-16 00:00:02,31849
31849,resource,2,15,1.0,vle,,Pass,,2014-01-16 00:00:03,31849
31849,subpage,2,15,10.0,vle,,Pass,,2014-01-16 00:00:04,31849
31849,url,2,15,3.0,vle,,Pass,,2014-01-16 00:00:05,31849
31849,submit_TMA1,2,15,,submission,19.0,Pass,,2014-01-16 00:00:06,31849
31849,forumng,3,21,65.0,vle,,Pass,,2014-01-22 00:00:00,31849
31849,homepage,3,21,44.0,vle,,Pass,,2014-01-22 00:00:01,31849
31849,quiz,3,21,1.0,vle,,Pass,,2014-01-22 00:00:02,31849
31849,subpage,3,21,6.0,vle,,Pass,,2014-01-22 00:00:03,31849
31849,resource,3,23,3.0,vle,,Pass,,2014-01-24 00:00:00,31849
31849,forumng,4,28,45.0,vle,,Pass,,2014-01-29 00:00:00,31849
31849,homepage,4,28,17.0,vle,,Pass,,2014-01-29 00:00:01,31849
31849,url,4,29,2.0,vle,,Pass,,2014-01-30 00:00:00,31849
31849,forumng,5,36,44.0,vle,,Pass,,2014-02-06 00:00:00,31849
31849,homepage,5,36,14.0,vle,,Pass,,2014-02-06 00:00:01,31849
31849,subpage,5,38,1.0,vle,,Pass,,2014-02-08 00:00:00,31849
31849,url,5,38,1.0,vle,,Pass,,2014-02-08 00:00:01,31849
31849,forumng,6,43,10.0,vle,,Pass,,2014-02-13 00:00:00,31849
31849,homepage,6,43,8.0,vle,,Pass,,2014-02-13 00:00:01,31849
31849,forumng,7,49,34.0,vle,,Pass,,2014-02-19 00:00:00,31849
31849,homepage,7,49,23.0,vle,,Pass,,2014-02-19 00:00:01,31849
31849,quiz,7,49,14.0,vle,,Pass,,2014-02-19 00:00:02,31849
31849,subpage,7,49,5.0,vle,,Pass,,2014-02-19 00:00:03,31849
31849,submit_TMA2,7,50,,submission,47.0,Pass,,2014-02-20 00:00:00,31849
31849,forumng,8,56,9.0,vle,,Pass,,2014-02-26 00:00:00,31849
31849,homepage,8,56,8.0,vle,,Pass,,2014-02-26 00:00:01,31849
31849,quiz,8,56,1.0,vle,,Pass,,2014-02-26 00:00:02,31849
31849,submit_CMA1,8,56,,submission,54.0,Pass,,2014-02-26 00:00:03,31849
31849,homepage,9,64,1.0,vle,,Pass,,2014-03-06 00:00:00,31849
31849,forumng,10,71,14.0,vle,,Pass,,2014-03-13 00:00:00,31849
31849,homepage,10,71,4.0,vle,,Pass,,2014-03-13 00:00:01,31849
31849,forumng,12,86,4.0,vle,,Pass,,2014-03-28 00:00:00,31849
31849,homepage,12,86,6.0,vle,,Pass,,2014-03-28 00:00:01,31849
31849,quiz,12,90,12.0,vle,,Pass,,2014-04-01 00:00:00,31849
31849,forumng,13,92,10.0,vle,,Pass,,2014-04-03 00:00:00,31849
31849,homepage,13,92,9.0,vle,,Pass,,2014-04-03 00:00:01,31849
31849,oucontent,13,92,2.0,vle,,Pass,,2014-04-03 00:00:02,31849
31849,subpage,13,92,1.0,vle,,Pass,,2014-04-03 00:00:03,31849
31849,submit_TMA3,13,92,,submission,96.0,Pass,,2014-04-03 00:00:04,31849
31849,forumng,14,101,7.0,vle,,Pass,,2014-04-12 00:00:00,31849
31849,homepage,14,101,2.0,vle,,Pass,,2014-04-12 00:00:01,31849
31849,submit_CMA2,14,102,,submission,96.0,Pass,,2014-04-13 00:00:00,31849
31849,forumng,15,106,9.0,vle,,Pass,,2014-04-17 00:00:00,31849
31849,homepage,15,106,4.0,vle,,Pass,,2014-04-17 00:00:01,31849
31849,homepage,16,113,2.0,vle,,Pass,,2014-04-24 00:00:00,31849
31849,homepage,17,120,2.0,vle,,Pass,,2014-05-01 00:00:00,31849
31849,forumng,18,127,10.0,vle,,Pass,,2014-05-08 00:00:00,31849
31849,homepage,18,127,12.0,vle,,Pass,,2014-05-08 00:00:01,31849
31849,quiz,18,127,12.0,vle,,Pass,,2014-05-08 00:00:02,31849
31849,subpage,18,129,1.0,vle,,Pass,,2014-05-10 00:00:00,31849
31849,submit_TMA4,18,129,,submission,131.0,Pass,,2014-05-10 00:00:01,31849
31849,submit_CMA3,19,133,,submission,131.0,Pass,,2014-05-14 00:00:00,31849
31849,homepage,19,137,1.0,vle,,Pass,,2014-05-18 00:00:00,31849
31849,forumng,21,148,25.0,vle,,Pass,,2014-05-29 00:00:00,31849
31849,homepage,21,148,8.0,vle,,Pass,,2014-05-29 00:00:01,31849
31849,forumng,22,155,3.0,vle,,Pass,,2014-06-05 00:00:00,31849
31849,homepage,22,155,4.0,vle,,Pass,,2014-06-05 00:00:01,31849
31849,forumng,23,162,8.0,vle,,Pass,,2014-06-12 00:00:00,31849
31849,homepage,23,162,10.0,vle,,Pass,,2014-06-12 00:00:01,31849
31849,oucontent,23,162,5.0,vle,,Pass,,2014-06-12 00:00:02,31849
31849,subpage,23,162,2.0,vle,,Pass,,2014-06-12 00:00:03,31849
31849,quiz,23,165,12.0,vle,,Pass,,2014-06-15 00:00:00,31849
31849,homepage,24,168,16.0,vle,,Pass,,2014-06-18 00:00:00,31849
31849,submit_CMA4,24,168,,submission,166.0,Pass,,2014-06-18 00:00:01,31849
31849,forumng,24,170,6.0,vle,,Pass,,2014-06-20 00:00:00,31849
31849,oucontent,24,170,11.0,vle,,Pass,,2014-06-20 00:00:01,31849
31849,submit_TMA5,24,171,,submission,166.0,Pass,,2014-06-21 00:00:00,31849
31849,homepage,25,175,2.0,vle,,Pass,,2014-06-25 00:00:00,31849
31849,forumng,26,186,5.0,vle,,Pass,,2014-07-06 00:00:00,31849
31849,homepage,26,186,6.0,vle,,Pass,,2014-07-06 00:00:01,31849
31849,url,26,186,2.0,vle,,Pass,,2014-07-06 00:00:02,31849
31849,forumng,29,204,6.0,vle,,Pass,,2014-07-24 00:00:00,31849
31849,homepage,29,204,8.0,vle,,Pass,,2014-07-24 00:00:01,31849
31849,quiz,29,204,12.0,vle,,Pass,,2014-07-24 00:00:02,31849
31849,resource,29,204,1.0,vle,,Pass,,2014-07-24 00:00:03,31849
31849,subpage,29,204,3.0,vle,,Pass,,2014-07-24 00:00:04,31849
31849,submit_CMA5,30,210,,submission,208.0,Pass,,2014-07-30 00:00:00,31849
31849,forumng,30,214,2.0,vle,,Pass,,2014-08-03 00:00:00,31849
31849,homepage,30,214,1.0,vle,,Pass,,2014-08-03 00:00:01,31849
